Platform,Title,Instructor_Partner,Description,Rating,Reviews,Price,Details,URL
Udemy,Spark SQL and Spark 3 using Scala Hands-On with Labs A comprehensive course on Spark SQL as well as Data Frame APIs using Scala with complementary lab access,"Durga Viswanatha Raju Gadiraju, Phani Bhushan Bozzam, Vinay Gadiraju",A comprehensive course on Spark SQL as well as Data Frame APIs using Scala with complementary lab access,"Rating: 4.6 out of 5 4.6 (3,116)",nan,Current price $69.99,24 total hours 232 lectures Intermediate,nan
Udemy,"SAS Simplified: SAS Base & SAS Advanced with AI Buddy Comprehensive SAS Training: SAS Base to SAS Advanced + Capstone Project, AI Buddy Support, and Certification Preparation",Aslam Khan,"Comprehensive SAS Training: SAS Base to SAS Advanced + Capstone Project, AI Buddy Support, and Certification Preparation","Rating: 4.5 out of 5 4.5 (3,116)",nan,Current price $79.99,12.5 total hours 126 lectures All Levels,nan
Udemy,Microsoft Excel Certification Exam Prep: MO-201 Excel Expert Ace the Excel MO-201 Exam! Learn data analysis &amp; visualization and earn your Excel Expert Certification (MS Excel 2019),"Maven Analytics • 1,500,000 Learners, Enrique Ruiz",Ace the Excel MO-201 Exam! Learn data analysis & visualization and earn your Excel Expert Certification (MS Excel 2019),"Rating: 4.8 out of 5 4.8 (3,111)",nan,Current price $124.99,8.5 total hours 98 lectures All Levels,nan
Udemy,Google Cloud Developer - GCP Professional Certification Get Google Cloud Developer Professional Certification. Develop Solutions for Google Cloud Platform - GCP.,"in28Minutes Official, Ranga Karanam | GCP Certification - Google Cloud Engineer & Architect",Get Google Cloud Developer Professional Certification. Develop Solutions for Google Cloud Platform - GCP.,"Rating: 4.5 out of 5 4.5 (3,082)",nan,Current price $79.99,22.5 total hours 366 lectures All Levels,nan
Udemy,"C++ Data Structures & Algorithms + LEETCODE Exercises DSA + LEETCODE for Coding Interviews — Clear, Step-by-Step Animated Walkthroughs!",Scott Barrett,"DSA + LEETCODE for Coding Interviews — Clear, Step-by-Step Animated Walkthroughs!","Rating: 4.7 out of 5 4.7 (3,081)",nan,Current price $59.99,10.5 total hours 148 lectures All Levels,nan
Udemy,"[NEW] Google Cloud Generative AI Leader - 6 Full Mock Exams Master the Google Cloud Generative AI Leader Exam! 300 Quality Questions Covering AI Basics, Google Cloud Offerings",Vladimir Raykov,"Master the Google Cloud Generative AI Leader Exam! 300 Quality Questions Covering AI Basics, Google Cloud Offerings","Rating: 4.6 out of 5 4.6 (3,082)",nan,Current price $19.99,300 questions All Levels,nan
Udemy,[EXAM REVIEWER] AWS Certified Cloud Practitioner CLF-C02 Guided Video Walkthrough for the AWS Certified Cloud Practitioner CLF-C02 | 2 Practice Tests with 130 Practice Questions,"Neal Davis | AWS Certified Solutions Architect & Developer, Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate",Guided Video Walkthrough for the AWS Certified Cloud Practitioner CLF-C02 | 2 Practice Tests with 130 Practice Questions,"Rating: 4.7 out of 5 4.7 (3,080)",nan,nan,5 total hours 54 lectures Beginner,nan
Udemy,Certificate of Cloud Security Knowledge (CCSK) V5 Your first step toward cloud security expertise,Anthony Sequeira,Your first step toward cloud security expertise,"Rating: 4.6 out of 5 4.6 (3,074)",nan,nan,4.5 total hours 50 lectures Intermediate,nan
Udemy,NEW AWS Certified Solutions Architect - Associate Want to pass the NEW AWS Solutions Architect - Associate Exam? (SAA-C03) In-depth AWS Architectures. Take this course,"Syed Raza, Qasim Shah, Ali Bokhari, ClayDesk E-learning, Myra Gul",Want to pass the NEW AWS Solutions Architect - Associate Exam? (SAA-C03) In-depth AWS Architectures. Take this course,"Rating: 4.5 out of 5 4.5 (3,000)",nan,nan,13.5 total hours 124 lectures All Levels,nan
Udemy,"[COF-C02] Snowflake SnowPro Core Certification Practice Sets Smart way to prepare for latest [COF-C02] Snowflake SnowPro Core Certification exam. Trusted by 22,000+ Students.",V K,"Smart way to prepare for latest [COF-C02] Snowflake SnowPro Core Certification exam. Trusted by 22,000+ Students.","Rating: 4.4 out of 5 4.4 (2,995)",nan,nan,600 questions All Levels,nan
Udemy,AZ-900: Microsoft Azure Fundamentals Exam test 2025 (480Q) [NEW 2025] Successfully pass the AZ-900 Fundamentals certification exam with this latest updated version 2025.,Global Edtech,[NEW 2025] Successfully pass the AZ-900 Fundamentals certification exam with this latest updated version 2025.,"Rating: 4.4 out of 5 4.4 (2,950)",nan,nan,479 questions Beginner,nan
Udemy,"AWS Services for Solutions Architect Associate The best guide for various AWS certifications such as AWS Solutions Architect, AWS SysOps and AWS Developer Associates","EdYoda for Business, Ashish Pandey","The best guide for various AWS certifications such as AWS Solutions Architect, AWS SysOps and AWS Developer Associates","Rating: 4.6 out of 5 4.6 (2,949)",nan,nan,11 total hours 67 lectures Beginner,nan
Udemy,"Oracle Database Administration Workshop ( 12c and Higher) Very helpful course for exam 1Z0-072 or 1Z0-082 ,more than 27 Hours that Prepare You to be a good DBA",Khaled Alkhudari,"Very helpful course for exam 1Z0-072 or 1Z0-082 ,more than 27 Hours that Prepare You to be a good DBA","Rating: 4.7 out of 5 4.7 (2,922)",nan,nan,27 total hours 204 lectures All Levels,nan
Udemy,Python And Django Framework For Beginners Complete Course Beginner to Expert Python.Start from the Python basics and go all the way to creating your own applications and games!,Horizon Tech,Beginner to Expert Python.Start from the Python basics and go all the way to creating your own applications and games!,"Rating: 4.4 out of 5 4.4 (2,913)",nan,nan,13 total hours 77 lectures Beginner,nan
Udemy,Ansible for the DevOps Beginners & System Admins Ansible for the Beginners course for DevOps Engineers and System Admins helps you to enhance skills towards Ansible.,AR Shankar | Valaxy Technologies,Ansible for the Beginners course for DevOps Engineers and System Admins helps you to enhance skills towards Ansible.,"Rating: 4.5 out of 5 4.5 (2,905)",nan,nan,5 total hours 39 lectures Beginner,nan
Udemy,Scrum Product Owner (PSPO I) Certification & 200+ Questions The best online PSPO I ® Preparation Class: Become a Professional Scrum Product Owner! Incl. PSPO 1 ® Practice Exams!,Friedemann Wittlinger,The best online PSPO I ® Preparation Class: Become a Professional Scrum Product Owner! Incl. PSPO 1 ® Practice Exams!,"Rating: 4.5 out of 5 4.5 (2,871)",nan,Current price $64.99,2 total hours 43 lectures Beginner,nan
Udemy,Practice Exams | AWS Certified DevOps Engineer Professional AWS Certified DevOps: 120 high fidelity questions: AWS Certified DevOps Engineer Professional DOP-C02.,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Abhishek Singh",AWS Certified DevOps: 120 high fidelity questions: AWS Certified DevOps Engineer Professional DOP-C02.,"Rating: 4.3 out of 5 4.3 (2,869)",nan,Current price $49.99,120 questions All Levels,nan
Udemy,AWS Certified Solutions Architect - Professional 2026 [NEW] All you need to master AWS Solutions Architect - Professional (SAP-C02) certification,Zeal Vora,All you need to master AWS Solutions Architect - Professional (SAP-C02) certification,"Rating: 4.5 out of 5 4.5 (2,865)",nan,Current price $22.99,44.5 total hours 406 lectures Intermediate,nan
Udemy,AWS Certified Security – Specialty [SCS-C02] Empower Yourself: Safeguard Your AWS Environment and Attain Certification,"Chandra Lingam, Compute with Cloud Support",Empower Yourself: Safeguard Your AWS Environment and Attain Certification,"Rating: 4.5 out of 5 4.5 (2,844)",nan,Current price $84.99,22 total hours 299 lectures Intermediate,nan
Udemy,Google Cloud Platform (GCP) Cert: Associate Cloud Engineer Develop the skills you need to pass the Google Cloud Platform (GCP) Associate Engineer Certification exam!,"Refactored LLC, Nick Colyer",Develop the skills you need to pass the Google Cloud Platform (GCP) Associate Engineer Certification exam!,"Rating: 4.6 out of 5 4.6 (2,838)",nan,Current price $39.99,4 total hours 32 lectures Intermediate,nan
Udemy,"Certified Lean Six Sigma Black Belt Training (Accredited) Internationally accepted CSSBB, LSSBB Body of Knowledge + Summary Book + 900 Questions + Certification - Get 34 PMI PDUs","Sandeep Kumar, ­ Quality Gurus Inc.","Internationally accepted CSSBB, LSSBB Body of Knowledge + Summary Book + 900 Questions + Certification - Get 34 PMI PDUs","Rating: 4.7 out of 5 4.7 (2,820)",nan,Current price $129.99,28.5 total hours 272 lectures Expert,nan
Udemy,AWS Certified Solutions Architect - Associate exam-SAA-C03 Preparation for the AWS Solutions Architect Associate exam,Alan Rodrigues,Preparation for the AWS Solutions Architect Associate exam,"Rating: 4.6 out of 5 4.6 (2,815)",nan,Current price $79.99,26.5 total hours 382 lectures All Levels,nan
Udemy,Python Programming Bootcamp A Complete Python Course Focused on Problem Solving that will Expand into All Python Can Do,Derek Banas,A Complete Python Course Focused on Problem Solving that will Expand into All Python Can Do,"Rating: 4.5 out of 5 4.5 (2,793)",nan,Current price $79.99,61.5 total hours 222 lectures All Levels,nan
Udemy,"AWS Certified Machine Learning Specialty Full Practice Exam Test your readiness for the newest, toughest AWS certification (MLS-C01) with a full-length, realistic practice exam.","Sundog Education by Frank Kane, Sundog Education Team","Test your readiness for the newest, toughest AWS certification (MLS-C01) with a full-length, realistic practice exam.","Rating: 4.5 out of 5 4.5 (2,778)",nan,Current price $44.99,80 questions Expert,nan
Udemy,CISM Certification: CISM Domain 3 Video Boot Camp 2025 Certified Information Security Manager (CISM) Domain 3 - Get 10.5 hours of videos and downloadable study guides.,"Thor Pedersen | 670,000+ Enrollments Worldwide, ThorTeaches.com Support",Certified Information Security Manager (CISM) Domain 3 - Get 10.5 hours of videos and downloadable study guides.,"Rating: 4.7 out of 5 4.7 (2,762)",nan,Current price $74.99,10 total hours 79 lectures All Levels,nan
Udemy,[2025] AWS Cloud Practitioner CLF-C02: Course & 2 Exams Pass the AWS Certified Cloud Practitioner (CLF-C02) with expert instruction and two full-length practice exams!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide",Pass the AWS Certified Cloud Practitioner (CLF-C02) with expert instruction and two full-length practice exams!,"Rating: 4.7 out of 5 4.7 (2,762)",nan,Current price $19.99,15.5 total hours 152 lectures Intermediate,nan
Udemy,"Ethical Hacker Certification v12. Practice Exams NEW 2024! Exam: 312-50, v11 + v12 . Tests with complete explanations. Be Ethical Hacker with a certificate!",Viktor Afimov,"NEW 2024! Exam: 312-50, v11 + v12 . Tests with complete explanations. Be Ethical Hacker with a certificate!","Rating: 4.5 out of 5 4.5 (2,730)",nan,Current price $64.99,490 questions All Levels,nan
Udemy,"Cisco ICND1 100-105 - CCENT Certification Bootcamp IMPORTANT! The ICND1 exam has been retired, I recommend you take my CCNA 200-301 course instead.",Neil Anderson,"IMPORTANT! The ICND1 exam has been retired, I recommend you take my CCNA 200-301 course instead.","Rating: 4.7 out of 5 4.7 (2,702)",nan,Current price $44.99,22 total hours 200 lectures Beginner,nan
Udemy,AWS Certified Solutions Architect Associate 2023 Edition! This course is being updated to cover the newest SAA-C03 objectives!,Anthony Sequeira,This course is being updated to cover the newest SAA-C03 objectives!,"Rating: 4.6 out of 5 4.6 (2,688)",nan,Current price $79.99,9 total hours 76 lectures Beginner,nan
Udemy,AWS Certified Cloud Practitioner CLF-C02 Get a detailed overview of all core AWS services needed to pass the certification exam & boost your cloud career!,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Get a detailed overview of all core AWS services needed to pass the certification exam & boost your cloud career!,"Rating: 4.7 out of 5 4.7 (2,682)",nan,Current price $59.99,12.5 total hours 224 lectures Beginner,nan
Udemy,AZ-305: Azure Solutions Architect Expert Design and Implement Azure solutions,Kevin Brown,Design and Implement Azure solutions,"Rating: 4.5 out of 5 4.5 (2,671)",nan,Current price $64.99,19.5 total hours 214 lectures Intermediate,nan
Udemy,[NEW] Juniper JNCIA-Junos JN0-105 with Hands-On Labs Get ready to pass the exam and administer a Juniper devices network! Updated December 2025.,S2 Academy,Get ready to pass the exam and administer a Juniper devices network! Updated December 2025.,"Rating: 4.5 out of 5 4.5 (2,667)",nan,Current price $69.99,11.5 total hours 90 lectures Beginner,nan
Udemy,AWS Certified CloudOps Engineer Associate SOA-C03 [2026] Pass your AWS Certified CloudOps Engineer Associate Exam [SOA-C03] Earn your AWS CloudOps Certification in 21 Days,"Neal Davis | AWS Certified Solutions Architect & Developer, Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate",Pass your AWS Certified CloudOps Engineer Associate Exam [SOA-C03] Earn your AWS CloudOps Certification in 21 Days,"Rating: 4.6 out of 5 4.6 (2,652)",nan,Current price $109.99,14.5 total hours 151 lectures Intermediate,nan
Udemy,"1Z0-171: Oracle Database 23ai SQL Associate The SELECT statement, functions and more. Oracle Database 19c, 21c, 23c, 23ai using Oracle SQL Developer. 1Z0-171 exam.","Phillip Burton • over one million students so far, I Do Data Limited","The SELECT statement, functions and more. Oracle Database 19c, 21c, 23c, 23ai using Oracle SQL Developer. 1Z0-171 exam.",Rating: 4.7 out of 5 4.7 (155),nan,Current price $49.99,13.5 total hours 175 lectures Beginner,nan
Udemy,"1Z0-071 Oracle SQL Developer: Certified Associate (Database) The SELECT statement, functions and more. Oracle Database 11g, 12c, 19c, 21c using Oracle SQL Developer. 1Z0-071 exam.","Phillip Burton • over one million students so far, I Do Data Limited","The SELECT statement, functions and more. Oracle Database 11g, 12c, 19c, 21c using Oracle SQL Developer. 1Z0-071 exam.","Rating: 4.7 out of 5 4.7 (2,483)",nan,Current price $109.99,19.5 total hours 218 lectures Beginner,nan
Udemy,Cisco Application Centric Infrastructure - ACI Learning Cisco ACI with Dual CCIE Jason Lunde,Jason Lunde,Learning Cisco ACI with Dual CCIE Jason Lunde,"Rating: 4.7 out of 5 4.7 (2,615)",nan,Current price $22.99,9 total hours 40 lectures Intermediate,nan
Udemy,GCP Google Cloud Professional DevOps Engineer Certification Master Google Cloud DevOps Engineering with 16+ hours of high-quality video training and 100+ real-world hands-on demos.,"Ankit Mistry : 200,000+ Students, GCP Certification - Google Cloud Academy | Associate Cloud & Professional Engineer Certifications",Master Google Cloud DevOps Engineering with 16+ hours of high-quality video training and 100+ real-world hands-on demos.,"Rating: 4.5 out of 5 4.5 (2,613)",nan,Current price $59.99,16.5 total hours 130 lectures All Levels,nan
Udemy,Master Apache Spark using Spark SQL and PySpark 3 Master Apache Spark using Spark SQL as well as PySpark with Python3 with complementary lab access,"Durga Viswanatha Raju Gadiraju, Phani Bhushan Bozzam, Vinay Gadiraju",Master Apache Spark using Spark SQL as well as PySpark with Python3 with complementary lab access,"Rating: 4.4 out of 5 4.4 (2,612)",nan,Current price $64.99,32 total hours 346 lectures All Levels,nan
